ID	BC01_02	BC01_03	BC01_04	BC01_05	BC01_06	BC01_08	BC01_10	BC01_12	BC01_33	BC01_34	BC01_53	BC01_55	BC01_57	BC01_66	BC01_69	BC01_70	BC01_72	BC01_77	BC01_87	BC01_95	BC02_02	BC02_08	BC02_09	BC02_10	BC02_11	BC02_12	BC02_13	BC02_14	BC02_15	BC02_18	BC02_19	BC02_22	BC02_24	BC02_25	BC02_26	BC02_28	BC02_31	BC02_34	BC02_44	BC02_47	BC02_50	BC02_51	BC02_53	BC02_54	BC02_55	BC02_58	BC02_59	BC02_60	BC02_61	BC02_62	BC02_63	BC02_64	BC02_66	BC02_67	BC02_68	BC02_70	BC02_71	BC02_73	BC02_74	BC02_75	BC02_76	BC02_79	BC02_81	BC02_82	BC02_83	BC02_86	BC02_88	BC02_89	BC02_90	BC02_93	BC02_94	BC02_95	BC02_96	BC03_09	BC03_11	BC03_13	BC03_16	BC03_17	BC03_19	BC03_20	BC03_21	BC03_23	BC03_26	BC03_29	BC03_35	BC03_37	BC03_41	BC03_43	BC03LN_05	BC03LN_19	BC03LN_23	BC03LN_25	BC03LN_28	BC03LN_35	BC03LN_47	BC03LN_57	BC03LN_61	BC03LN_89	BC04_01	BC04_02	BC04_07	BC04_09	BC04_11	BC04_13	BC04_14	BC04_16	BC04_20	BC04_22	BC04_23	BC04_24	BC04_27	BC04_28	BC04_29	BC04_30	BC04_31	BC04_32	BC04_33	BC04_36	BC04_37	BC04_39	BC04_40	BC04_41	BC04_45	BC04_49	BC04_53	BC04_54	BC04_56	BC04_58	BC04_59	BC04_60	BC04_61	BC04_63	BC04_64	BC04_69	BC04_71	BC04_77	BC04_78	BC04_82	BC04_85	BC04_86	BC04_88	BC04_90	BC04_91	BC04_92	BC04_93	BC05_01	BC05_02	BC05_04	BC05_07	BC05_08	BC05_09	BC05_12	BC05_13	BC05_16	BC05_17	BC05_18	BC05_20	BC05_21	BC05_22	BC05_23	BC05_25	BC05_26	BC05_27	BC05_28	BC05_29	BC05_30	BC05_31	BC05_32	BC05_33	BC05_34	BC05_35	BC05_36	BC05_37	BC05_38	BC05_39	BC05_41	BC05_42	BC05_43	BC05_44	BC05_45	BC05_46	BC05_47	BC05_48	BC05_49	BC05_50	BC05_52	BC05_53	BC05_55	BC05_57	BC05_59	BC05_60	BC05_61	BC05_62	BC05_63	BC05_64	BC05_68	BC05_69	BC05_70	BC05_71	BC05_72	BC05_73	BC05_75	BC05_77	BC05_78	BC05_79	BC05_80	BC05_81	BC05_83	BC05_84	BC05_85	BC05_86	BC05_87	BC05_88	BC05_90	BC05_91	BC05_92	BC05_93	BC05_94	BC05_95	BC05_96	BC06_10	BC06_23	BC06_27	BC06_28	BC06_32	BC06_39	BC06_60	BC06_74	BC07_01	BC07_06	BC07_08	BC07_12	BC07_15	BC07_18	BC07_20	BC07_24	BC07_27	BC07_31	BC07_35	BC07_36	BC07_38	BC07_39	BC07_43	BC07_57	BC07_59	BC07_65	BC07_66	BC07_67	BC07_72	BC07_73	BC07_75	BC07_78	BC07_87	BC07_89	BC07LN_02	BC07LN_06	BC07LN_13	BC07LN_15	BC07LN_23	BC07LN_26	BC07LN_29	BC07LN_30	BC07LN_31	BC07LN_34	BC07LN_35	BC07LN_36	BC07LN_40	BC07LN_41	BC07LN_42	BC07LN_51	BC07LN_52	BC07LN_57	BC07LN_60	BC07LN_73	BC07LN_75	BC07LN_79	BC07LN_82	BC07LN_86	BC07LN_91	BC07LN_95	BC08_06	BC08_08	BC08_22	BC08_24	BC08_27	BC08_33	BC08_36	BC08_48	BC08_51	BC08_56	BC08_59	BC08_70	BC08_73	BC08_94	BC08_95	BC10_09	BC10_16	BC10_47	BC10_54	BC10_58	BC10_69	BC10_73	BC10_80	BC10_81	BC10_85	BC10_95	BC11_01	BC11_04	BC11_07	BC11_28	BC11_43	BC11_56	BC11_69	BC11_70	BC11_78	BC11_81	BC11_88
ENSG00000144744.12	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	1	1	0	0	1	0	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	1	1	0	1	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	0	1	1	1	0	0	1	1	0	0	0	1	1	0	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1
ENSG00000170889.9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	0	1	0	1	1	1	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	1	0	1	1	1	1	1	1	0	0	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	0	0	1	0	1	1	1	0	0	1	1	1	1	1	1	0	1	0	0	1	1	0	0	1	0	1	1	1	1	0	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	0	1	0	1	1	0	0	1	1	1	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	1	1	0	1	1	0	1	1	1	1	0
ENSG00000128245.10	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	0	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	1	1	0	1	0	1	1	0	0	0	1	0	1	0	1	1	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	0	1	1	0	0	1	1	0	1	0	1	0	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1
ENSG00000161526.10	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	1	0	1	1	1	1	0	1	1	0	0	1	0	1	1	0	0	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	1	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	0	0	1	0	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	0	0	0	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	1	1	1	1	0
ENSG00000108639.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	0	1	0	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	1	1	0	0	1	0	0
ENSG00000137501.12	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0
ENSG00000270061.1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000133773.7	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	0	1	0	0	1	0	1	0	1	0	0	1	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	0	0	1	1	0	0	1	1	1	1	0	1	1	0	1	1	0	0	1	1	1	0	0	1	1	1	0	1	0	1	0	1	1	0	1	0	1	0	0	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	1	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1
ENSG00000227234.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235604.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000161010.10	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	1	0	0	1	1	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	0	1	0	1	0	0	0	1	0	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	1	1	1
ENSG00000116679.11	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	1	1	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	0	0	1	1	0	1	0	0	0	1	0	0	1	0	1	1	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	1	0	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1
ENSG00000184588.13	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	0	1	0	0	0	1	1	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	1	1	0	1	1	0	1	1	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	0	0	0	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1
ENSG00000143924.14	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	1	1	1	0	0	1	1	1	0	0	0	0	1	1	0	1	1	0	1	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	1	1	1
ENSG00000175581.9	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	1	0	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	1	1	1	1	1	0	0	1	0	0	1	1	1	0	1	0	1	0	1	1	0	0	0	1	0	1	1	0	0	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	1	1	1	1	0	1	0	1	0	1	0	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	1	1	0	1	1	0	1
ENSG00000082515.12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	1	1	1	0	0	0	1	0	1	0	1	0	1	1	1	1	1	1	1	0	0	1	0	1	0	0	1	1	0	1	1	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	1	0	1	1	0	1	0	1	1	1	0	0	1	0	1	1	0	1	1	1	0	1	0	0	1	1	1	1	1	0	1	0	0	1	0	1	1	1	0	1	0	1	1	0	0	1	1	0	1	1	1	0	1	0	1	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	0	1	1	0	0	1	1	1	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	0	1	1
ENSG00000120699.8	1	1	1	0	1	1	0	0	1	0	1	0	0	0	1	0	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	1	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	0	1	0	1	1	0	0	1	1	1	1	1	0	1	1	0	1	1	0	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	0	0	1	0	1	0	1	1	1	1	0	0	0	1	0	1	0	1	1	1	0	1	1	0	1	0	1	0	0	1	1	1	1	0	0	0	1	1	1	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	1	0	1
ENSG00000108244.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	1	1	0	1	0	1	0	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0	1	0	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	1	0	1	1	0	0	1	1	1	1	1	0	1	0	0	1
